name,hit_points,armor_class,wisdom_save,constitution_save,damage_resistances_count,damage_immunities_count,offensive_threat,max_damage_per_hit,intelligence_save,legendary_actions_count,charisma_save,hit_dice_count,dexterity_save,condition_immunities_count,passive_perception,special_abilities_count,charisma,skills.arcana,skills.stealth,constitution,cr
"Derro, Abysswalker",112,16,1.0,4.0,3,1,0,0,0.0,0,6.0,15,4.0,1,11,3,17,0.0,4.0,18,6.0
Coastline Reaper,144,16,2.0,7.0,2,0,0,0,-3.0,0,-1.0,17,8.0,2,12,3,8,-3.0,4.0,17,9.0
Wandering Haze,170,16,1.0,5.0,1,1,0,0,-4.0,0,-4.0,11,3.0,6,15,4,3,-4.0,3.0,20,10.0
"Chimera, Royal",189,17,1.0,4.0,2,2,0,0,-1.0,4,5.0,18,2.0,3,16,2,20,-1.0,2.0,18,15.0
Chaos Raptor,248,18,5.0,1.0,0,0,0,0,-3.0,0,5.0,16,5.0,0,15,4,10,-3.0,0.0,20,13.0
Npc: Wind Acolyte,105,15,7.0,3.0,2,0,30,10,1.0,0,0.0,14,8.0,0,17,2,10,1.0,5.0,16,5.0
"Lycanthrope, Wereotter",44,13,2.0,1.0,0,3,20,5,1.0,0,3.0,8,3.0,0,14,2,17,1.0,3.0,13,2.0
Karkadann,157,15,4.0,7.0,0,1,0,0,-2.0,0,-1.0,15,0.0,1,14,2,8,-2.0,0.0,18,7.0
"Alseid, Woad Warrior",55,14,3.0,1.0,0,0,320,80,-1.0,0,0.0,10,3.0,0,15,2,10,-1.0,3.0,12,2.0
Ember Glider,44,15,0.0,1.0,1,1,60,20,-4.0,0,2.0,8,5.0,0,12,5,10,-4.0,3.0,13,2.0
"Ooze, Leavesrot",105,8,-1.0,2.0,0,3,0,0,-5.0,0,-5.0,14,-2.0,6,9,4,1,-5.0,-2.0,15,4.0
Erina Tussler,66,14,1.0,2.0,0,0,60,20,1.0,0,0.0,12,3.0,0,13,5,11,1.0,3.0,14,3.0
"Zombie, Smokeplume",68,15,-2.0,3.0,0,2,0,0,-4.0,0,-3.0,8,-1.0,1,8,4,5,-4.0,-1.0,16,3.0
Astralsupial,82,14,1.0,2.0,0,0,0,0,-3.0,0,4.0,15,5.0,0,13,2,14,-3.0,3.0,14,4.0
Despair And Anger,161,16,7.0,4.0,2,0,0,0,0.0,0,8.0,17,3.0,5,17,3,19,0.0,3.0,18,10.0
"Lycanthrope, Werecrocodile",58,12,0.0,2.0,0,3,20,5,0.0,0,2.0,9,1.0,0,12,1,14,0.0,1.0,14,3.0
"Demon, Vetala",114,15,6.0,5.0,0,2,0,0,2.0,0,3.0,12,8.0,4,16,5,17,2.0,5.0,20,8.0
"Golem, Origami",114,15,0.0,4.0,0,5,0,0,-3.0,0,-3.0,12,2.0,7,13,6,5,-3.0,2.0,18,7.0
Starving Specter,90,13,5.0,6.0,0,0,0,0,0.0,0,1.0,12,3.0,0,15,6,13,0.0,3.0,17,5.0
Blaspheming Hand,68,14,1.0,3.0,4,1,0,0,-2.0,0,1.0,8,0.0,3,11,2,12,-2.0,0.0,17,3.0
Grivid,180,17,6.0,4.0,0,0,80,20,-4.0,0,-3.0,19,7.0,0,16,4,5,-4.0,3.0,18,11.0
"Giant, Thursir Armorer",138,19,2.0,9.0,0,0,0,0,1.0,0,-1.0,12,-1.0,0,15,1,9,1.0,-1.0,23,6.0
Catterball,44,13,1.0,2.0,0,0,0,0,-3.0,0,2.0,8,3.0,1,11,2,15,-3.0,3.0,14,1.0
Rafflesian,136,17,2.0,5.0,0,0,0,0,2.0,0,4.0,16,-1.0,0,17,2,18,2.0,-1.0,20,7.0
Abaasy,126,18,2.0,5.0,1,0,75,15,-1.0,0,-1.0,11,0.0,0,15,3,8,-1.0,0.0,20,8.0
Porcellina,28,13,0.0,1.0,0,0,0,0,-4.0,0,-2.0,8,5.0,0,11,3,6,-4.0,3.0,12,0.5
"Scarab, Suncatcher",145,19,1.0,4.0,1,0,0,0,-5.0,0,3.0,10,2.0,5,11,3,16,-5.0,2.0,18,10.0
Tigebra,190,18,7.0,9.0,0,1,0,0,-3.0,0,-3.0,20,6.0,4,17,4,5,-3.0,1.0,18,13.0
"Giant, Firestorm",149,14,6.0,8.0,0,2,0,0,1.0,0,-1.0,13,5.0,0,16,0,9,1.0,2.0,20,7.0
Giant Flea,27,14,0.0,2.0,1,0,0,0,-4.0,0,-4.0,5,2.0,0,10,3,2,-4.0,2.0,14,0.25
Hvalfiskr,275,16,7.0,6.0,0,3,75,15,5.0,0,9.0,22,8.0,1,17,3,18,0.0,3.0,22,15.0
Star-Nosed Diopsid,153,16,7.0,7.0,1,0,0,0,7.0,0,2.0,18,2.0,0,17,1,15,3.0,2.0,17,9.0
Ahu-Nixta Mechanon,51,14,2.0,4.0,0,2,0,0,-3.0,0,-4.0,6,1.0,6,10,3,3,-3.0,1.0,18,2.0
Sinstar Thrall,58,13,0.0,2.0,2,1,0,0,-4.0,0,-5.0,9,0.0,6,10,2,1,-4.0,0.0,15,2.0
Niya-Atha Raja,117,17,4.0,2.0,0,0,80,20,3.0,0,4.0,18,8.0,2,14,4,19,0.0,5.0,14,7.0
Npc: Field Commander,170,19,1.0,5.0,0,0,0,0,1.0,0,7.0,20,2.0,1,15,2,18,1.0,2.0,18,10.0
"Drake, Ethereal",133,16,5.0,7.0,2,1,0,0,-1.0,0,0.0,14,2.0,1,15,1,10,-1.0,2.0,19,7.0
Tripwire Patch,95,14,1.0,3.0,0,0,0,0,-4.0,0,-2.0,10,0.0,3,15,2,6,-4.0,0.0,17,4.0
"Archon, Ursan",142,16,7.0,8.0,2,1,0,0,1.0,0,7.0,15,2.0,4,13,5,16,1.0,2.0,18,9.0
"Angel, Zirnitran",325,19,1.0,6.0,2,2,0,0,7.0,5,1.0,26,8.0,4,23,11,20,7.0,2.0,23,20.0
Npc: First Servant,162,17,9.0,6.0,0,0,25,5,2.0,0,8.0,25,2.0,0,19,2,18,2.0,2.0,14,12.0
Caretaker Weevil,51,13,2.0,4.0,0,0,90,30,-4.0,0,-3.0,6,1.0,0,14,2,4,-4.0,1.0,18,1.0
"Devil, Moldering",27,13,2.0,1.0,1,2,0,0,0.0,0,-2.0,6,0.0,1,12,4,6,0.0,0.0,12,0.5
Tuberkith,22,13,1.0,2.0,0,0,0,0,0.0,0,-1.0,4,2.0,0,13,2,9,0.0,2.0,15,0.25
Trollkin Ironmonger,105,19,1.0,3.0,0,0,20,5,0.0,0,-1.0,14,1.0,0,11,2,9,0.0,1.0,17,5.0
Grolar Bear Alpha,152,16,1.0,4.0,1,0,0,0,-4.0,0,-1.0,16,0.0,0,14,3,8,-4.0,0.0,18,8.0
Dire Owlbear,102,15,1.0,4.0,0,0,0,0,-4.0,0,-2.0,12,1.0,2,13,2,7,-4.0,1.0,18,5.0
"Giant, Hellfire",168,16,4.0,6.0,1,0,0,0,0.0,0,3.0,16,5.0,0,15,3,17,0.0,2.0,19,9.0
Mortifera,135,16,0.0,2.0,0,0,0,0,-1.0,0,-3.0,18,3.0,4,13,4,5,-1.0,3.0,15,6.0
Birgemon Seal,60,12,1.0,3.0,2,0,0,0,-3.0,0,-1.0,8,2.0,0,13,2,9,-3.0,2.0,16,2.0
"Giant, Shire",138,14,0.0,5.0,0,0,300,60,-1.0,0,-1.0,12,-1.0,0,10,0,9,-1.0,-1.0,20,8.0
"Angel, Pelagic Deva",142,17,9.0,5.0,3,0,15,5,3.0,0,1.0,15,4.0,3,19,5,22,3.0,4.0,20,11.0
Wilderness Crone,105,17,7.0,6.0,1,0,0,0,2.0,0,-1.0,14,0.0,0,14,2,8,2.0,0.0,17,6.0
Brain Coral,119,14,2.0,2.0,0,1,0,0,5.0,0,0.0,14,-2.0,6,15,2,10,4.0,-2.0,14,5.0
Catonoctrix,168,18,2.0,9.0,0,1,0,0,8.0,0,8.0,16,5.0,0,16,1,19,4.0,1.0,21,10.0
Glacial Crawler,207,17,0.0,9.0,0,3,0,0,-4.0,0,-3.0,18,3.0,2,18,4,5,-4.0,3.0,21,11.0
Chaos Creeper,150,16,1.0,3.0,0,1,90,30,0.0,0,3.0,20,4.0,4,10,2,17,0.0,4.0,16,9.0
Conniption Bug,55,13,0.0,2.0,0,0,0,0,-5.0,0,-4.0,10,2.0,0,10,5,3,-5.0,2.0,14,1.0
Npc: Atavist,75,16,-2.0,3.0,2,0,90,30,1.0,0,-1.0,10,2.0,0,8,1,9,1.0,2.0,17,4.0
"Dinosaur, Razorfeather Raptor",39,16,1.0,2.0,0,0,15,5,-2.0,0,-2.0,6,5.0,0,13,2,6,-2.0,3.0,14,2.0
Black Patch,153,7,-2.0,3.0,1,2,0,0,-3.0,0,-5.0,18,-3.0,7,8,4,1,-3.0,-3.0,16,6.0
"Drake, Vapor",119,15,2.0,3.0,1,1,0,0,-2.0,0,-2.0,14,4.0,1,15,4,7,-2.0,4.0,17,6.0
Clockwork Conductor,28,13,1.0,0.0,0,4,0,0,-1.0,0,3.0,8,1.0,8,13,4,16,-1.0,1.0,10,0.5
"Golem, Tar",119,14,0.0,4.0,0,6,0,0,-2.0,0,-3.0,14,-1.0,6,10,8,5,-2.0,-1.0,18,7.0
Umbral Shambler,39,13,4.0,2.0,2,0,0,0,0.0,0,1.0,6,5.0,2,14,3,12,0.0,3.0,15,2.0
Avestruzii,22,14,0.0,3.0,0,0,240,80,-1.0,0,0.0,3,0.0,0,12,0,10,-1.0,0.0,16,0.5
Yali,51,15,4.0,4.0,0,2,0,0,-2.0,0,1.0,6,4.0,6,16,4,12,-2.0,2.0,18,2.0
Cyonaxin,117,16,5.0,2.0,2,0,0,0,0.0,0,7.0,18,6.0,3,12,8,19,0.0,6.0,14,8.0
Thripper,104,15,3.0,2.0,1,0,0,0,0.0,0,-1.0,16,4.0,0,16,3,9,0.0,4.0,15,6.0
"Dragon, Sand Wyrmling",52,18,4.0,5.0,1,1,0,0,0.0,0,3.0,7,3.0,1,16,3,12,0.0,1.0,17,3.0
"Hag, Pesta",105,17,5.0,3.0,2,0,0,0,1.0,0,2.0,14,2.0,2,15,3,15,1.0,2.0,16,4.0
Blood Flurry,144,17,1.0,4.0,2,1,0,0,-2.0,0,0.0,17,5.0,9,11,4,10,-2.0,5.0,18,10.0
Howler Of The Hill,178,18,9.0,3.0,3,1,0,0,8.0,0,9.0,21,6.0,2,19,2,18,3.0,6.0,16,14.0
"Demon, Leech",147,17,1.0,5.0,4,2,0,0,0.0,0,-2.0,14,3.0,2,11,3,7,0.0,3.0,21,11.0
"Derro, Voidwarped",120,14,-3.0,4.0,3,1,0,0,4.0,0,6.0,16,7.0,0,10,4,17,1.0,4.0,18,6.0
Faux-Garou,93,12,1.0,4.0,0,0,0,0,-3.0,0,-3.0,11,0.0,6,14,5,5,-3.0,0.0,18,5.0
Giant Mole Lizard,75,14,-1.0,2.0,1,0,0,0,-5.0,0,-3.0,10,-3.0,1,9,2,5,-5.0,-3.0,14,3.0
"Troll, Breakwater",105,15,2.0,5.0,2,0,0,0,-1.0,0,-2.0,10,2.0,4,15,2,7,-1.0,2.0,20,7.0
Corpselight Moth,136,15,1.0,3.0,1,1,0,0,-4.0,0,-1.0,16,4.0,0,14,5,8,-4.0,4.0,16,5.0
Necrotech Reaver,126,15,-1.0,4.0,0,1,0,0,-4.0,0,-2.0,12,-2.0,1,9,3,7,-4.0,-2.0,18,6.0
Savior Lumen,114,15,5.0,7.0,7,1,0,0,0.0,0,6.0,12,5.0,10,15,7,16,0.0,5.0,18,5.0
Clockwork Pugilist,32,15,1.0,4.0,0,2,0,0,-2.0,0,0.0,5,1.0,6,13,3,10,-2.0,1.0,14,1.0
Crystallite,90,15,0.0,2.0,2,1,0,0,3.0,0,-1.0,12,-1.0,1,12,2,9,3.0,-1.0,14,4.0
Doppelixir,45,13,1.0,2.0,4,0,0,0,-4.0,0,-2.0,10,3.0,6,11,4,7,-4.0,3.0,14,1.0
"Dragonette, Barnyard",18,13,1.0,2.0,0,0,0,0,-1.0,0,1.0,4,1.0,0,13,2,13,-1.0,1.0,15,0.25
"Troll, Rattleback",126,16,1.0,8.0,0,1,0,0,-2.0,0,-2.0,12,4.0,0,14,3,7,-2.0,4.0,20,7.0
"Drake, Riptide",231,17,3.0,5.0,1,1,0,0,0.0,0,0.0,22,3.0,3,17,3,10,0.0,-1.0,20,11.0
Dread Examiner,322,19,1.0,1.0,3,4,0,0,1.0,3,1.0,28,3.0,6,23,5,25,7.0,3.0,22,21.0
Dokkaebi,78,12,-1.0,2.0,0,0,0,0,1.0,0,1.0,12,4.0,0,9,2,12,1.0,2.0,14,2.0
"Giant, Lantern",225,16,7.0,1.0,0,1,40,10,2.0,0,7.0,18,1.0,1,17,3,17,2.0,1.0,22,12.0
Npc: Frost-Afflicted,65,13,3.0,2.0,0,1,0,0,1.0,0,0.0,10,2.0,2,13,2,10,1.0,2.0,15,3.0
Qumdaq,18,13,2.0,1.0,0,0,0,0,-2.0,0,0.0,4,2.0,5,12,5,10,-2.0,2.0,13,0.25
Phoenixborn,33,13,0.0,1.0,1,0,0,0,-1.0,0,2.0,6,3.0,0,12,2,14,-1.0,3.0,13,0.5
"Troll, Gutter",75,15,0.0,3.0,0,0,0,0,-2.0,0,-2.0,10,3.0,1,12,4,7,-2.0,3.0,16,4.0
"Hag, Brine",150,16,3.0,3.0,0,0,0,0,2.0,0,4.0,20,1.0,2,17,5,19,2.0,1.0,16,9.0
"Swarm, Swamp Slirghs",66,10,2.0,0.0,3,1,60,20,-2.0,0,-4.0,12,0.0,9,12,3,3,-2.0,0.0,10,3.0
Giant Flea Swarm,58,14,0.0,2.0,3,0,0,0,-4.0,0,-4.0,9,2.0,8,10,5,2,-4.0,2.0,14,2.0
Underworld Sentinel,126,17,7.0,8.0,2,1,0,0,0.0,0,2.0,12,6.0,3,17,3,14,0.0,2.0,18,10.0
"Kobold, Leviathan Hunter",190,17,2.0,5.0,2,0,20,5,0.0,0,2.0,20,2.0,0,16,7,14,0.0,2.0,21,10.0
"Musk Deer, Swarm",44,13,2.0,1.0,3,0,0,0,-4.0,0,-2.0,8,3.0,9,12,1,7,-4.0,3.0,12,2.0
Catamount,117,12,0.0,1.0,0,0,0,0,-4.0,0,-3.0,18,4.0,0,12,1,4,-4.0,2.0,12,4.0
Alke,114,14,1.0,4.0,0,0,0,0,-3.0,0,4.0,12,5.0,1,16,3,12,-3.0,2.0,18,5.0
Ibexian,119,15,2.0,6.0,3,2,0,0,-2.0,0,-2.0,14,3.0,1,15,3,7,-2.0,3.0,17,6.0
Gigantura,248,16,8.0,1.0,1,0,0,0,-2.0,0,2.0,16,3.0,1,18,2,4,-2.0,3.0,20,13.0
Black Shuck,157,17,7.0,9.0,3,4,0,0,2.0,0,2.0,15,7.0,2,13,3,15,2.0,3.0,21,11.0
"Scarab, Ruin",136,15,2.0,3.0,0,0,0,0,-4.0,0,-3.0,16,2.0,4,12,4,4,-4.0,2.0,16,6.0
Painted Phantasm,97,15,2.0,2.0,1,0,0,0,-2.0,0,3.0,15,3.0,6,15,3,16,-2.0,3.0,14,7.0
"Animated Instrument, Quartet",102,14,-3.0,3.0,0,2,0,0,-3.0,0,4.0,12,3.0,8,7,4,18,-3.0,3.0,17,4.0
"Troll, Tumor",125,13,1.0,7.0,0,1,80,20,-3.0,0,-3.0,10,-2.0,1,8,2,5,-3.0,-2.0,24,6.0
Daeodon,76,13,1.0,3.0,0,0,0,0,-4.0,0,-2.0,9,-1.0,0,11,3,6,-4.0,-1.0,16,3.0
Herd Skulker,45,15,1.0,2.0,0,0,0,0,-3.0,0,1.0,6,3.0,1,13,3,13,-3.0,3.0,15,1.0
"Zombie, Voidclaw",143,14,-2.0,2.0,0,2,0,0,2.0,0,-3.0,26,4.0,1,8,4,5,2.0,4.0,15,7.0
Ion Slime,112,13,-3.0,4.0,1,0,0,0,-4.0,0,-5.0,15,3.0,6,7,4,1,-4.0,3.0,18,5.0
Dust Grazer,105,12,-2.0,5.0,0,1,0,0,-4.0,0,-4.0,10,-2.0,1,8,1,2,-4.0,-2.0,20,4.0
Trollkin Fire Shaman,45,14,3.0,2.0,0,0,0,0,-1.0,0,-1.0,7,2.0,0,15,2,8,-1.0,2.0,14,2.0
"Elemental, Rockslide",147,14,0.0,5.0,1,0,60,20,-3.0,0,-3.0,14,-1.0,5,10,3,5,-3.0,-1.0,20,8.0
Torch Mimic,21,12,1.0,1.0,1,0,40,20,-2.0,0,-1.0,6,2.0,0,11,3,8,-2.0,2.0,13,0.5
Forgotten Regent,187,17,6.0,4.0,6,3,0,0,1.0,3,5.0,22,4.0,9,16,7,21,1.0,0.0,18,10.0
Midnight Sun,136,16,7.0,3.0,6,3,15,5,0.0,0,5.0,16,6.0,12,17,3,15,0.0,3.0,16,7.0
"Ooze, Manure",45,7,-2.0,3.0,0,3,0,0,-5.0,0,-5.0,6,-3.0,6,8,4,1,-5.0,-3.0,16,1.0
Offal Walker,37,12,-2.0,3.0,0,1,0,0,-3.0,0,-2.0,5,0.0,1,10,2,7,-3.0,0.0,16,1.0
"Kobold, Sapper",66,15,1.0,2.0,0,0,0,0,3.0,0,-1.0,12,3.0,0,13,5,8,3.0,3.0,15,3.0
Div,99,17,4.0,2.0,2,0,0,0,-1.0,0,6.0,18,2.0,0,14,2,16,-1.0,2.0,15,5.0
Myrmex,90,15,2.0,3.0,2,0,240,60,0.0,0,-1.0,12,1.0,6,15,4,8,0.0,1.0,16,5.0
Stargazer,168,17,2.0,4.0,0,0,0,0,-4.0,0,-3.0,16,0.0,1,16,2,4,-4.0,0.0,18,9.0
"Ooze, Scintillating",165,15,-2.0,3.0,0,4,0,0,-4.0,3,-4.0,22,0.0,7,16,4,3,-4.0,0.0,16,12.0
Giant Walking Stick,76,14,0.0,3.0,2,0,0,0,-5.0,0,-3.0,9,2.0,0,10,3,4,-5.0,2.0,16,4.0
Primordial Surge,232,19,2.0,5.0,6,1,45,15,-2.0,0,-2.0,15,6.0,8,12,3,6,-2.0,6.0,20,16.0
Urushi Constrictor,133,14,0.0,4.0,0,2,0,0,-4.0,0,-4.0,14,2.0,2,13,3,3,-4.0,2.0,18,6.0
"Drake, Venom",142,16,3.0,7.0,0,1,100,20,0.0,0,-2.0,15,6.0,1,16,3,6,0.0,3.0,18,8.0
Moppet,17,10,0.0,0.0,0,2,10,5,-4.0,0,2.0,5,0.0,9,10,3,15,-4.0,0.0,10,1.0
Diving Gel,17,13,-2.0,1.0,3,0,0,0,-4.0,0,-5.0,5,3.0,6,8,3,1,-4.0,3.0,13,0.25
"Crab, Duffel",60,15,1.0,3.0,0,0,0,0,-4.0,0,-2.0,8,1.0,0,11,2,7,-4.0,1.0,16,3.0
Niya-Atha Warrior,49,16,0.0,3.0,0,0,450,150,0.0,0,2.0,9,5.0,0,10,2,14,0.0,2.0,12,2.0
Sunflower Sprite,14,12,2.0,0.0,0,0,0,0,0.0,0,3.0,4,2.0,0,14,4,16,0.0,2.0,10,0.5
Stained-Glass Moth,45,12,2.0,4.0,0,2,0,0,-3.0,0,0.0,6,2.0,6,14,5,10,-3.0,2.0,18,1.0
Truant Devourer,156,16,4.0,2.0,1,0,0,0,3.0,0,1.0,24,3.0,5,18,4,13,3.0,3.0,14,9.0
Brownie Mystic,82,15,3.0,3.0,0,0,0,0,0.0,0,4.0,15,5.0,0,16,2,12,0.0,5.0,16,5.0
Wrackwraith,45,13,1.0,3.0,6,2,0,0,0.0,0,0.0,6,3.0,8,13,2,11,0.0,3.0,16,3.0
"Alliumite, Husker",68,15,1.0,4.0,0,0,0,0,-1.0,0,3.0,8,1.0,0,11,2,16,-1.0,1.0,18,2.0
Pescavitus,44,13,2.0,2.0,1,0,0,0,2.0,0,5.0,8,3.0,0,10,5,16,2.0,3.0,15,1.0
"Kobold, Drake Rider",71,15,0.0,2.0,0,0,10,5,1.0,0,2.0,13,3.0,0,12,5,14,1.0,3.0,15,3.0
"Myrmex, Young",54,13,0.0,1.0,1,0,120,60,-1.0,0,-1.0,12,1.0,6,12,5,8,-1.0,1.0,13,1.0
Amphibolt,85,15,-1.0,7.0,1,1,0,0,-4.0,0,-3.0,9,7.0,0,12,3,5,-4.0,4.0,18,5.0
"Devil, Infernal Tutor",182,17,1.0,7.0,4,2,0,0,9.0,0,1.0,28,3.0,3,15,4,21,4.0,3.0,15,13.0
Harvest Horse,37,13,-4.0,2.0,0,2,0,0,-5.0,0,-5.0,5,-3.0,6,6,4,1,-5.0,-3.0,14,0.5
"Ooze, Shoal",232,9,0.0,4.0,3,1,0,0,-5.0,0,-3.0,16,-1.0,6,10,4,5,-5.0,-1.0,19,10.0
Jubjub Bird,91,13,1.0,1.0,1,0,0,0,-4.0,0,0.0,14,1.0,1,11,3,11,-4.0,1.0,12,4.0
Blood Barnacle,25,13,1.0,2.0,1,0,0,0,-5.0,0,-1.0,10,2.0,0,11,3,8,-5.0,2.0,10,0.25
Avestruzii Champion,45,15,0.0,3.0,0,0,320,80,0.0,0,0.0,6,1.0,0,12,0,10,0.0,1.0,16,2.0
Brownie,28,15,2.0,1.0,0,0,15,5,0.0,0,3.0,8,5.0,0,14,2,12,0.0,5.0,12,1.0
"Rakshasa, Slayer",142,18,2.0,3.0,0,0,320,80,1.0,0,4.0,19,5.0,0,16,1,18,1.0,5.0,16,9.0
Xecha,133,15,5.0,5.0,0,2,0,0,0.0,0,6.0,14,6.0,7,12,4,16,0.0,3.0,20,6.0
Vampiric Vanguard,127,14,3.0,4.0,2,0,0,0,0.0,0,-1.0,15,6.0,0,13,3,8,0.0,3.0,18,7.0
Gullkin,27,14,1.0,1.0,0,0,15,5,0.0,0,-1.0,5,3.0,0,11,1,8,0.0,3.0,13,0.5
"Ogre, Rainforest",90,12,0.0,2.0,0,0,40,10,-2.0,0,-2.0,12,1.0,0,12,3,7,-2.0,1.0,14,4.0
Wind Witch,66,13,0.0,5.0,2,0,0,0,-2.0,0,-1.0,12,5.0,3,12,3,8,-2.0,3.0,12,3.0
"Alabroza, Bloodfiend",72,14,2.0,1.0,4,0,0,0,-1.0,0,2.0,16,2.0,1,15,1,14,-1.0,2.0,13,4.0
Shetani,190,18,8.0,5.0,2,2,0,0,4.0,0,1.0,20,9.0,1,18,3,20,4.0,4.0,20,14.0
Ice Urchin,45,14,0.0,2.0,0,1,0,0,-3.0,0,-3.0,6,1.0,0,10,5,5,-3.0,1.0,14,1.0
Primordial Matriarch,313,20,1.0,6.0,6,1,0,0,0.0,4,1.0,19,10.0,8,15,9,18,0.0,10.0,23,21.0
Scarsupial,39,13,1.0,3.0,0,0,0,0,-4.0,0,0.0,6,1.0,0,13,2,10,-4.0,1.0,16,2.0
Quagga,84,16,1.0,2.0,0,0,20,5,-1.0,0,0.0,13,4.0,0,15,4,11,-1.0,4.0,14,4.0
Giant Mantis Shrimp,110,14,1.0,3.0,0,0,0,0,-5.0,0,-1.0,13,1.0,0,13,1,8,-5.0,1.0,16,5.0
"Ogre, Alleybasher",85,13,-2.0,3.0,0,0,80,20,-1.0,0,-2.0,10,1.0,0,8,2,7,-1.0,1.0,16,4.0
Malmbjorn,218,18,6.0,1.0,1,1,0,0,-4.0,0,1.0,19,0.0,0,16,3,13,-4.0,0.0,20,15.0
"Rakshasa, Myrmidon",51,18,1.0,4.0,0,0,0,0,1.0,0,2.0,6,2.0,0,13,4,14,1.0,2.0,18,3.0
"Dinosaur, Jeholopterus",12,14,1.0,0.0,0,0,0,0,-4.0,0,-3.0,5,3.0,0,13,2,4,-4.0,3.0,10,0.25
"Dwarf, Angler",65,15,2.0,2.0,1,0,0,0,-1.0,0,-2.0,10,0.0,0,14,1,7,-1.0,0.0,15,4.0
Necrotech Bonecage Constrictor,175,16,-1.0,6.0,0,0,0,0,-2.0,0,-3.0,14,7.0,2,9,1,5,-2.0,3.0,22,9.0
Bone Lord,285,20,1.0,3.0,2,5,0,0,2.0,4,1.0,30,8.0,5,20,10,18,2.0,2.0,16,19.0
"Demon, Inciter",27,13,1.0,1.0,3,1,0,0,0.0,0,3.0,5,2.0,0,11,2,16,0.0,2.0,12,1.0
Gearmass,115,15,-2.0,5.0,0,2,80,20,-5.0,0,-5.0,11,-3.0,6,8,4,1,-5.0,-3.0,20,5.0
Phoenixborn Sorcerer,60,13,0.0,1.0,4,0,0,0,0.0,0,3.0,11,3.0,0,0,1,17,0.0,3.0,13,3.0
"Archon, Siege",187,18,1.0,1.0,2,0,50,10,0.0,0,8.0,15,2.0,3,20,6,17,0.0,2.0,22,13.0
Sodwose,127,15,2.0,4.0,2,1,0,0,2.0,0,-1.0,15,5.0,7,15,2,9,2.0,5.0,18,6.0
Trollkin Ragecaster,112,15,2.0,6.0,0,0,0,0,-1.0,0,4.0,15,3.0,0,15,4,18,-1.0,3.0,16,5.0
Arcane Leviathan,279,17,8.0,1.0,3,3,750,150,2.0,0,4.0,18,-3.0,8,13,3,8,-3.0,-3.0,21,16.0
Clockwork Tactician,150,16,2.0,3.0,1,2,300,100,5.0,0,0.0,20,2.0,7,16,5,11,5.0,2.0,17,11.0
"Elf, Shadow Fey Executioner",172,16,2.0,6.0,0,0,20,5,0.0,0,2.0,23,2.0,2,15,4,14,0.0,2.0,17,8.0
Alabroza,45,12,2.0,1.0,0,0,0,0,-3.0,0,-2.0,10,2.0,0,12,1,7,-3.0,2.0,13,1.0
"Beetle, Clacker Soldier",18,15,-2.0,1.0,1,1,0,0,-5.0,0,-4.0,4,2.0,0,8,1,3,-5.0,2.0,13,1.0
Mudmutt,105,15,1.0,2.0,1,0,0,0,-4.0,0,-4.0,14,5.0,0,14,5,2,-4.0,5.0,15,5.0
Belu,184,16,0.0,9.0,1,0,0,0,1.0,0,4.0,16,5.0,1,10,1,18,1.0,1.0,20,10.0
"Beetle, Clacker Swarm",36,14,-2.0,0.0,0,0,0,0,-5.0,0,-5.0,8,1.0,7,8,2,1,-5.0,1.0,10,3.0
Hirudine Stalker,52,13,4.0,4.0,0,0,90,30,1.0,0,1.0,8,3.0,0,14,2,12,1.0,3.0,14,2.0
Goblin Siege Engine,178,20,0.0,5.0,2,5,0,0,-4.0,0,-5.0,17,0.0,7,10,6,1,-4.0,0.0,20,11.0
"Dragon, Sand Adult",270,20,1.0,1.0,1,1,0,0,2.0,3,9.0,20,7.0,1,26,4,16,2.0,1.0,25,18.0
Caldera Kite,119,17,1.0,3.0,0,3,0,0,-4.0,0,-3.0,14,4.0,2,14,3,4,-4.0,4.0,16,7.0
Gullkin Hunter,45,14,2.0,2.0,0,0,400,80,0.0,0,0.0,7,3.0,0,14,1,10,0.0,3.0,15,3.0
Desert Slime,75,8,0.0,2.0,0,2,0,0,-4.0,0,-5.0,10,-2.0,6,10,4,1,-4.0,-2.0,14,3.0
Diomedian Horse,57,14,1.0,4.0,0,0,0,0,-3.0,0,0.0,6,2.0,0,13,3,10,-3.0,2.0,18,3.0
Meerkat,2,11,0.0,0.0,1,0,0,0,-4.0,0,-3.0,1,1.0,0,10,2,4,-4.0,1.0,10,0.0
"Ettin, Kobold",34,12,-1.0,4.0,0,0,20,5,-2.0,0,-2.0,4,0.0,0,9,4,7,-2.0,0.0,18,1.0
Brumalek,40,13,1.0,1.0,1,1,0,0,-3.0,0,-2.0,9,3.0,1,13,2,7,-3.0,3.0,12,0.5
Akkorokamui,189,17,5.0,3.0,0,1,0,0,4.0,4,2.0,14,3.0,1,19,7,15,4.0,3.0,16,12.0
Ice Willow,142,15,2.0,4.0,2,1,0,0,-2.0,0,-3.0,15,-1.0,3,12,2,5,-2.0,-1.0,18,6.0
Capybear,60,13,1.0,3.0,0,0,0,0,-1.0,0,0.0,8,2.0,0,13,5,10,-1.0,2.0,17,1.0
Void Knight,153,18,7.0,8.0,1,2,0,0,1.0,0,0.0,18,-2.0,8,17,4,10,1.0,-2.0,18,10.0
