name,size_numeric,type,sub_race,ethics,morale,armor_class,hit_points,hit_dice_count,strength,dexterity,constitution,intelligence,wisdom,charisma,strength_save,dexterity_save,constitution_save,intelligence_save,wisdom_save,charisma_save,perception,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,passive_perception,sense_darkvision_m,sense_blindsight_m,sense_tremorsense_m,sense_truesight_m,lang_telepathy_m,languages_count,cr,actions_count,reactions_count,legendary_actions_count,special_abilities_count,spell_list_count,speed.walk,speed.swim,skills.history,skills.perception,skills.medicine,skills.religion,speed.fly,skills.stealth,speed.burrow,skills.persuasion,skills.insight,speed.climb,skills.deception,skills.arcana,speed.hover,skills.athletics,skills.acrobatics,skills.survival,skills.investigation,skills.nature,skills.intimidation,skills.performance,speed.lightwalking
Night Hag,3,Fey,Fey,0,0,17,105,14,18,14,16,16,14,16,4.0,2.0,6.0,3.0,5.0,3.0,2.0,0,0,0,0,15,18.0,0.0,0.0,0.0,0.0,3,5.0,5,0,0,3,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Nightmare,4,Fiend,Fiend,0,0,13,68,8,18,14,16,10,12,14,4.0,2.0,3.0,0.0,1.0,2.0,1.0,0,0,1,0,11,0.0,0.0,0.0,0.0,0.0,3,3.0,2,0,0,3,0,60.0,,,,,,90.0,,,,,,,,,,,,,,,,
Nilbog,2,Humanoid,Humanoid,0,0,14,14,4,12,8,10,12,14,10,1.0,-1.0,0.0,1.0,2.0,0.0,2.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,2,1.0,2,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Noble,3,Humanoid,Humanoid,0,0,15,13,3,10,12,10,10,12,14,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,1,0.25,1,3,0,0,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Ochre Jelly,4,Ooze,Ooze,0,0,8,45,6,14,6,14,1,6,1,2.0,-2.0,2.0,-5.0,-2.0,-5.0,-2.0,0,0,3,6,8,0.0,18.0,0.0,0.0,0.0,0,2.0,1,1,0,4,0,15.0,15.0,,,,,,,,,,15.0,,,,,,,,,,,
Octopus,1,Beast,Beast,0,0,12,3,1,4,14,10,3,10,4,-3.0,2.0,0.0,-4.0,0.0,-3.0,0.0,0,0,0,0,10,9.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,2,0,5.0,30.0,,,,,,,,,,,,,,,,,,,,,
Ogre,4,Giant,Giant,0,0,12,59,7,19,8,16,10,10,8,4.0,-1.0,3.0,0.0,0.0,-1.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,2,2.0,3,0,0,0,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Ogre Flesh Heap,4,Undead,Undead,0,0,11,59,7,18,6,18,3,8,4,4.0,-2.0,4.0,-4.0,-1.0,-3.0,-1.0,0,0,1,2,8,18.0,0.0,0.0,0.0,0.0,1,4.0,4,2,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Ogre Mage,4,Giant,Giant,0,0,16,102,12,18,10,16,14,12,16,4.0,0.0,3.0,2.0,1.0,3.0,1.0,0,0,0,0,14,18.0,0.0,0.0,0.0,0.0,2,7.0,9,0,0,1,0,30.0,,,,,,30.0,,,,,,,,,,,,,,,,
Ogre Zombie,4,Undead,Undead,0,0,11,59,7,18,6,18,3,8,4,4.0,-2.0,4.0,-4.0,-1.0,-3.0,-1.0,0,0,1,2,8,18.0,0.0,0.0,0.0,0.0,1,2.0,4,0,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Ogrekin,3,Humanoid,Humanoid,0,0,11,32,5,16,12,14,10,10,10,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,12,9.0,0.0,0.0,0.0,0.0,2,1.0,2,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Orcish Wildling Minstrel,3,Humanoid,Humanoid,0,0,15,32,5,10,16,14,12,12,16,0.0,5.0,2.0,1.0,1.0,5.0,1.0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,1,2.0,5,0,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Ork Urk,3,Humanoid,Humanoid,0,0,13,45,6,14,10,16,10,10,12,4.0,2.0,5.0,0.0,0.0,1.0,0.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,1,2.0,5,0,0,2,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Otyugh,4,Aberration,Aberration,0,0,14,110,13,16,10,16,6,14,5,6.0,0.0,6.0,-2.0,2.0,-3.0,2.0,0,0,0,0,12,36.0,0.0,0.0,0.0,36.0,2,6.0,3,0,0,0,0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,
Owl,1,Beast,Beast,0,0,11,1,1,2,12,8,2,12,6,-4.0,1.0,-1.0,-4.0,1.0,-2.0,1.0,0,0,0,0,13,36.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,2,0,5.0,,,,,,60.0,,,,,,,,,,,,,,,,
Owlbear,4,Monstrosity,Monstrosity,0,0,13,59,7,18,12,16,3,12,5,4.0,1.0,3.0,-4.0,1.0,-3.0,1.0,0,0,0,0,13,18.0,0.0,0.0,0.0,0.0,0,3.0,3,0,0,1,0,40.0,,,,,,,,,,,20.0,,,,,,,,,,,
Owlbear Recluse,4,Monstrosity,Monstrosity,0,0,13,119,14,18,12,16,3,12,5,4.0,1.0,3.0,-4.0,1.0,-3.0,1.0,0,0,0,0,13,18.0,0.0,0.0,0.0,0.0,0,3.0,3,0,0,1,0,40.0,,,,,,,,,,,20.0,,,,,,,,,,,
Panther,3,Beast,Beast,0,0,12,13,3,14,14,10,3,14,6,2.0,2.0,0.0,-4.0,2.0,-2.0,2.0,0,0,0,0,14,9.0,0.0,0.0,0.0,0.0,0,0.25,2,0,0,1,0,50.0,,,,,,,,,,,40.0,,,,,,,,,,,
Pegasus,4,Celestial,Celestial,0,0,13,57,6,18,16,18,10,14,12,4.0,5.0,4.0,0.0,4.0,3.0,2.0,0,0,0,0,17,0.0,0.0,0.0,0.0,0.0,5,2.0,1,0,0,2,0,60.0,,,,,,80.0,,,,,,,,,,,,,,,,
Peryton,4,Monstrosity,Monstrosity,0,0,13,34,4,16,16,16,10,12,12,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0,1,0,0,13,0.0,0.0,0.0,0.0,0.0,2,2.0,3,0,0,1,0,30.0,,,,,,60.0,,,,,,,,,,,,,,,,
Phase Monster,4,Monstrosity,Monstrosity,0,0,13,85,10,18,14,16,4,14,8,4.0,4.0,3.0,-3.0,2.0,-1.0,2.0,0,0,0,0,14,18.0,0.0,0.0,0.0,0.0,0,4.0,4,0,0,1,0,30.0,,,,,,50.0,,,,,,,,,,,,,,,,
Phase Spider,4,Monstrosity,Monstrosity,0,0,14,39,6,14,14,12,6,10,4,2.0,2.0,1.0,-2.0,0.0,-3.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,0,3.0,1,0,0,3,0,30.0,,,,,,,,,,,30.0,,,,,,,,,,,
Piercer,2,Monstrosity,Monstrosity,0,0,17,9,2,10,10,12,1,6,2,0.0,0.0,1.0,-5.0,-2.0,-4.0,-2.0,0,0,0,0,8,0.0,9.0,0.0,0.0,0.0,0,0.5,1,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,
Pirate,3,Humanoid,Humanoid,0,0,12,9,2,12,10,10,10,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,1,0.125,3,0,0,0,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Pirate Captain,3,Humanoid,Humanoid,0,0,15,65,10,14,16,14,14,12,14,2.0,5.0,4.0,2.0,1.0,2.0,1.0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,1,3.0,3,2,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Pit Fiend,4,Fiend,Fiend,0,0,19,300,24,26,16,24,22,18,24,8.0,9.0,13.0,12.0,10.0,13.0,4.0,0,3,2,1,21,0.0,0.0,0.0,36.0,36.0,2,20.0,6,0,0,2,0,30.0,,,,,,60.0,,,,,,,,,,,,,,,,
Pit Fiend General,5,Fiend,Fiend,0,0,19,600,48,26,16,24,22,18,24,8.0,9.0,13.0,12.0,10.0,13.0,4.0,0,3,2,1,21,0.0,0.0,0.0,36.0,36.0,2,20.0,6,0,0,2,0,30.0,,,,,,60.0,,,,,,,,,,,,,,,,
Pixie,1,Fey,Fey,0,0,15,2,1,2,20,10,10,12,14,-4.0,5.0,0.0,0.0,1.0,2.0,1.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,1,1.0,11,0,0,2,0,10.0,,,,,,30.0,,,,,,,,,,,,,,,,
Planetar,4,Celestial,Celestial,0,0,19,250,20,22,22,24,22,24,24,6.0,6.0,7.0,6.0,12.0,12.0,7.0,0,2,2,4,22,0.0,0.0,0.0,18.0,36.0,2,16.0,4,2,0,2,0,40.0,,,,,,120.0,,,,,,,,,,,,,,,,
Plesiosaurus,4,Beast,Beast,0,0,13,45,6,18,14,14,2,12,5,4.0,2.0,2.0,-4.0,1.0,-3.0,1.0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,7.0,1,0,0,1,0,20.0,40.0,,,,,,,,,,,,,,,,,,,,,
Poisonous Snake,1,Beast,Beast,0,0,12,2,1,2,14,10,2,10,4,-4.0,2.0,0.0,-4.0,0.0,-3.0,0.0,0,0,0,0,10,0.0,3.0,0.0,0.0,0.0,0,0.125,1,0,0,0,0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,
Polar Bear,4,Beast,Beast,0,0,12,42,5,20,10,16,2,12,4,5.0,0.0,3.0,-4.0,1.0,-3.0,1.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0,2.0,3,0,0,1,0,40.0,30.0,,,,,,,,,,,,,,,,,,,,,
Pony,3,Beast,Beast,0,0,10,11,2,14,10,12,2,10,6,2.0,0.0,1.0,-4.0,0.0,-2.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0,0.125,1,0,0,0,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Priest,3,Humanoid,Humanoid,0,0,14,32,5,12,10,14,12,16,12,1.0,0.0,2.0,1.0,5.0,3.0,3.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,1,2.0,5,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Pseudodragon,1,Dragon,Dragon,0,0,13,7,2,6,14,12,10,12,10,-2.0,2.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,16,18.0,3.0,0.0,0.0,0.0,2,0.25,2,0,0,2,0,15.0,,,,,,60.0,,,,,,,,,,,,,,,,
Pseudodragon Familiar,1,Dragon,Dragon,0,0,13,7,2,6,14,12,10,12,10,-2.0,2.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,16,18.0,3.0,0.0,0.0,0.0,2,0.25,2,0,0,3,0,15.0,,,,,,60.0,,,,,,,,,,,,,,,,
Pteranodon,4,Beast,Beast,0,0,13,30,4,12,14,14,2,11,5,1.0,2.0,2.0,-4.0,0.0,-3.0,0.0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,0.5,1,0,0,1,0,10.0,,,,,,60.0,,,,,,,,,,,,,,,,
Pugilist,3,Humanoid,Humanoid,0,0,14,75,10,16,14,16,10,14,10,5.0,4.0,3.0,0.0,2.0,0.0,2.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,1,4.0,2,4,0,1,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Purple Worm,6,Monstrosity,Monstrosity,0,0,18,247,15,28,8,22,2,10,4,14.0,-1.0,11.0,1.0,5.0,2.0,0.0,0,0,0,0,15,0.0,9.0,18.0,0.0,0.0,0,15.0,4,1,0,1,0,50.0,,,,,,,,20.0,,,,,,,,,,,,,,
Pyrohydra,5,Monstrosity,Monstrosity,0,0,16,218,19,20,12,20,2,12,6,5.0,1.0,5.0,-4.0,1.0,-2.0,1.0,0,0,0,0,15,18.0,0.0,0.0,0.0,0.0,0,13.0,3,0,3,7,0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,
Quasit,1,Fiend,Fiend,0,0,13,14,4,5,16,12,10,12,12,-3.0,3.0,1.0,0.0,1.0,1.0,1.0,0,4,1,1,11,36.0,0.0,0.0,0.0,0.0,2,0.5,3,0,0,2,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Quasit Familiar,1,Fiend,Fiend,0,0,13,14,4,5,16,12,10,12,12,-3.0,3.0,1.0,0.0,1.0,1.0,1.0,0,4,1,1,11,36.0,0.0,0.0,0.0,0.0,2,0.5,3,0,0,3,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Quipper,1,Beast,Beast,0,0,13,1,1,2,16,8,2,6,4,-4.0,3.0,-1.0,-4.0,-2.0,-3.0,-2.0,0,0,0,0,8,18.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,1,0,0.0,40.0,,,,,,,,,,,,,,,,,,,,,
Rakshasa,3,Fiend,Fiend,0,0,16,161,19,16,16,18,16,16,20,3.0,3.0,4.0,3.0,3.0,5.0,3.0,0,2,0,0,13,18.0,0.0,0.0,0.0,0.0,3,13.0,6,4,0,1,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Raptor,3,Beast,Beast,0,0,13,32,5,16,14,12,4,12,5,3.0,2.0,1.0,-3.0,1.0,-3.0,1.0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,1.0,1,0,0,1,0,60.0,,,,,,,,,,,,,,,,,,,,,,
Rat,1,Beast,Beast,0,0,11,1,1,2,12,8,2,10,4,-4.0,1.0,-1.0,-4.0,0.0,-3.0,0.0,0,0,0,0,10,9.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Raven,1,Beast,Beast,0,0,12,1,1,2,14,8,2,12,4,-4.0,2.0,-1.0,-4.0,1.0,-3.0,1.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,1,0,10.0,,,,,,50.0,,,,,,,,,,,,,,,,
Red Dragon Wyrmling,3,Dragon,Dragon,0,0,17,75,10,18,12,16,12,10,14,4.0,1.0,3.0,1.0,0.0,2.0,0.0,0,0,1,0,12,18.0,3.0,0.0,0.0,0.0,1,4.0,2,0,0,1,0,30.0,,,,,,60.0,,,,,30.0,,,,,,,,,,,
Reef Shark,3,Beast,Beast,0,0,12,22,4,14,12,12,2,10,4,2.0,1.0,1.0,-4.0,0.0,-3.0,0.0,0,0,0,0,12,0.0,9.0,0.0,0.0,0.0,0,0.5,1,0,0,2,0,0.0,40.0,,,,,,,,,,,,,,,,,,,,,
Remorhaz,5,Monstrosity,Monstrosity,0,0,17,195,17,22,12,20,4,12,5,6.0,1.0,5.0,1.0,5.0,-3.0,1.0,0,0,2,0,11,18.0,0.0,18.0,0.0,0.0,0,12.0,4,0,0,1,0,30.0,,,,,,,,20.0,,,,,,,,,,,,,,
Remorhaz Spawn,4,Monstrosity,Monstrosity,0,0,14,95,10,18,14,18,4,12,5,4.0,2.0,4.0,0.0,4.0,-3.0,1.0,0,0,2,0,11,18.0,0.0,18.0,0.0,0.0,0,5.0,3,0,0,1,0,30.0,,,,,,,,20.0,,,,,,,,,,,,,,
Revenant,3,Undead,Undead,0,0,13,110,13,18,16,18,10,12,18,7.0,3.0,7.0,0.0,4.0,7.0,1.0,0,2,1,6,11,18.0,0.0,0.0,0.0,0.0,1,5.0,3,0,0,4,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Revilock,3,Humanoid,Humanoid,0,0,12,39,6,14,14,14,14,10,8,2.0,2.0,2.0,2.0,0.0,-1.0,0.0,0,0,0,1,14,0.0,9.0,0.0,0.0,18.0,2,2.0,3,0,0,3,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Rhinoceros,4,Beast,Beast,0,0,12,45,6,20,8,14,2,12,4,5.0,-1.0,2.0,-4.0,1.0,-3.0,1.0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,2.0,1,0,0,0,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Riding Horse,4,Beast,Beast,0,0,10,19,3,16,12,12,2,10,6,3.0,1.0,1.0,-4.0,0.0,-2.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0,0.25,1,0,0,0,0,60.0,,,,,,,,,,,,,,,,,,,,,,
River Dragon Wyrmling,3,Dragon,Dragon,0,0,16,44,8,12,14,12,10,14,10,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0,1,0,1,14,36.0,0.0,27.0,0.0,0.0,2,2.0,2,0,0,3,0,50.0,60.0,,,,,60.0,,,,,,,,,,,,,,,,
Roc,6,Beast,Beast,0,0,15,232,15,28,10,20,3,12,8,9.0,5.0,10.0,-4.0,6.0,4.0,1.0,0,0,0,0,16,0.0,0.0,0.0,0.0,0.0,0,13.0,3,1,0,2,0,20.0,,,,,,120.0,,,,,,,,,,,,,,,,
Roc Juvenile,5,Beast,Beast,0,0,14,147,14,22,12,18,3,12,8,6.0,1.0,7.0,-4.0,4.0,-1.0,1.0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0,8.0,3,1,0,1,0,25.0,,,,,,100.0,,,,,,,,,,,,,,,,
Roper,4,Monstrosity,Monstrosity,0,0,20,93,11,18,8,16,6,14,4,4.0,-1.0,3.0,-2.0,2.0,-3.0,2.0,0,0,0,0,12,18.0,9.0,0.0,0.0,0.0,0,5.0,4,0,0,3,0,10.0,,,,,,,,,,,10.0,,,,,,,,,,,
Rug of Smothering,4,Construct,Construct,0,0,12,45,7,16,14,14,1,10,1,3.0,2.0,2.0,-5.0,0.0,-5.0,0.0,0,1,2,8,10,0.0,18.0,0.0,0.0,0.0,0,2.0,2,0,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Rust Monster,3,Monstrosity,Monstrosity,0,0,15,27,5,12,12,12,2,12,6,1.0,1.0,1.0,-4.0,1.0,-2.0,1.0,0,0,0,0,11,18.0,0.0,0.0,0.0,0.0,0,0.5,3,1,0,2,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Saber-Toothed Tiger,4,Beast,Beast,0,0,12,45,6,20,14,14,3,12,6,5.0,2.0,2.0,-4.0,1.0,-2.0,1.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0,2.0,2,0,0,1,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Sahuagin,3,Humanoid,Humanoid,0,0,12,22,4,12,10,12,10,12,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,13,36.0,0.0,0.0,0.0,0.0,1,0.5,2,0,0,3,0,30.0,40.0,,,,,,,,,,,,,,,,,,,,,
Sahuagin Champion,3,Humanoid,Humanoid,0,0,16,90,12,18,18,16,10,12,14,7.0,7.0,6.0,0.0,4.0,2.0,1.0,0,0,0,0,14,36.0,0.0,0.0,0.0,0.0,1,5.0,3,0,0,3,0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,
Salamander,4,Elemental,Elemental,0,0,15,90,12,18,14,14,10,10,12,4.0,2.0,5.0,0.0,3.0,1.0,0.0,0,1,1,0,10,18.0,0.0,0.0,0.0,0.0,1,6.0,3,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Salamander Noble,5,Elemental,Elemental,0,0,15,136,16,18,14,14,10,10,12,4.0,2.0,5.0,0.0,3.0,1.0,0.0,0,1,1,0,10,18.0,0.0,0.0,0.0,0.0,1,8.0,4,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Salamander Nymph,3,Elemental,Elemental,0,0,14,27,5,14,14,12,8,10,8,2.0,2.0,1.0,-1.0,0.0,-1.0,0.0,0,0,1,0,10,18.0,0.0,0.0,0.0,0.0,1,1.0,1,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Sand Ray,4,Aberration,Aberration,0,0,13,97,13,18,16,14,12,12,12,4.0,3.0,2.0,1.0,4.0,1.0,1.0,0,1,0,2,11,18.0,0.0,0.0,0.0,0.0,2,8.0,4,2,0,2,0,10.0,,,,,,50.0,,,,,,,,,,,,,,,,
Sand Worm,6,Monstrosity,Monstrosity,0,0,18,247,15,28,8,22,2,10,4,14.0,-1.0,11.0,1.0,5.0,2.0,0.0,0,0,0,0,15,0.0,9.0,18.0,0.0,0.0,0,15.0,4,1,0,2,0,50.0,,,,,,,,20.0,,,,,,,,,,,,,,
Sapphire Dragon Wyrmling,3,Dragon,Dragon,0,0,17,58,9,16,16,14,16,14,12,3.0,3.0,2.0,3.0,2.0,1.0,2.0,0,0,1,1,14,36.0,0.0,0.0,0.0,36.0,4,3.0,2,0,0,1,0,30.0,,,,,,60.0,,15.0,,,,,,,,,,,,,,
Satyr,3,Fey,Fey,0,0,13,22,5,12,14,10,10,10,16,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,3,0.5,5,0,0,1,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Scarecrow,3,Construct,Construct,0,0,12,31,7,12,14,10,6,10,14,1.0,2.0,0.0,-2.0,0.0,2.0,0.0,0,2,1,6,10,18.0,0.0,0.0,0.0,0.0,1,1.0,4,0,0,4,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Scarecrow Harvester,3,Construct,Construct,0,0,14,67,9,16,18,16,12,14,16,3.0,4.0,3.0,1.0,2.0,3.0,2.0,0,2,1,6,12,18.0,0.0,0.0,0.0,0.0,1,4.0,6,0,0,2,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Scorpion,1,Beast,Beast,0,0,11,1,1,2,10,8,1,8,4,-4.0,0.0,-1.0,-5.0,-1.0,-3.0,-1.0,0,0,0,0,9,0.0,3.0,0.0,0.0,0.0,0,0.0,1,0,0,0,0,10.0,,,,,,,,,,,,,,,,,,,,,,
Scorpionfolk,4,Monstrosity,Monstrosity,0,0,15,52,7,14,12,14,10,10,10,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,2,3.0,2,0,0,0,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Scorpionfolk Imperator,4,Monstrosity,Monstrosity,0,0,15,52,7,14,12,14,18,10,10,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,2,5.0,6,0,0,1,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Scout,3,Humanoid,Humanoid,0,0,15,19,3,10,16,14,10,14,10,0.0,5.0,2.0,0.0,2.0,0.0,2.0,0,0,0,0,16,0.0,0.0,0.0,0.0,0.0,1,0.5,3,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Scrag,4,Giant,Giant,0,0,15,84,8,18,12,20,8,12,8,4.0,1.0,5.0,-1.0,1.0,-1.0,1.0,0,0,0,0,11,18.0,0.0,0.0,0.0,0.0,1,5.0,3,0,0,6,0,40.0,30.0,,,,,,,,,,,,,,,,,,,,,
Sea Hag,3,Fey,Fey,0,0,14,52,7,16,12,16,12,12,16,3.0,1.0,5.0,1.0,3.0,3.0,1.0,0,0,0,0,11,18.0,0.0,0.0,0.0,0.0,3,2.0,2,0,0,3,0,30.0,40.0,,,,,,,,,,,,,,,,,,,,,
Sea Serpent,6,Monstrosity,Monstrosity,0,0,17,247,15,28,10,22,4,14,8,9.0,5.0,11.0,2.0,7.0,4.0,2.0,0,0,0,0,12,18.0,0.0,0.0,0.0,0.0,0,16.0,5,2,0,3,0,10.0,50.0,,,,,,,,,,,,,,,,,,,,,
Seahorse,1,Beast,Beast,0,0,11,1,1,1,12,8,2,10,4,-5.0,1.0,-1.0,-4.0,0.0,-3.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,
Shadow,3,Undead,Undead,0,0,12,18,4,6,14,10,8,10,14,-2.0,2.0,0.0,-1.0,0.0,2.0,0.0,-1,6,2,9,10,36.0,0.0,0.0,0.0,0.0,0,1.0,1,0,0,3,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Shadow Demon,3,Fiend,Fiend,0,0,13,45,10,5,16,10,12,14,16,-3.0,5.0,2.0,1.0,2.0,5.0,2.0,-1,4,4,8,12,36.0,0.0,0.0,0.0,36.0,2,4.0,3,0,0,3,0,30.0,,,,,,50.0,,,,,,,,,,,,,,,,
Shadow Dragon Wyrmling,3,Dragon,Dragon,0,0,16,52,8,14,14,14,10,10,14,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0,6,2,7,12,36.0,0.0,0.0,0.0,0.0,1,3.0,2,0,0,3,0,30.0,30.0,,,,,60.0,,,,,30.0,,,,,,,,,,,
Shadow Elf Champion Warrior,3,Humanoid,Humanoid,0,0,16,90,12,18,18,16,10,12,14,7.0,7.0,6.0,0.0,4.0,2.0,1.0,0,0,0,0,14,36.0,0.0,0.0,0.0,0.0,1,5.0,4,0,0,1,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Shadow Elf High Priest,3,Humanoid,Humanoid,0,0,18,82,11,14,10,16,12,18,16,2.0,0.0,3.0,4.0,7.0,6.0,4.0,0,0,0,0,14,36.0,0.0,0.0,0.0,0.0,1,6.0,5,0,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Shadow Elf Mage,3,Humanoid,Humanoid,0,0,12,67,9,10,14,16,16,12,10,0.0,2.0,3.0,6.0,4.0,0.0,1.0,0,0,0,0,14,36.0,0.0,0.0,0.0,0.0,1,6.0,6,3,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Shadow Elf Spellcaster Drider,4,Monstrosity,Monstrosity,0,0,17,114,12,18,16,18,10,16,12,4.0,3.0,4.0,0.0,3.0,1.0,3.0,0,1,0,0,16,36.0,0.0,0.0,0.0,0.0,3,6.0,7,0,0,5,0,30.0,,,,,,,,,,,30.0,,,,,,,,,,,
Shadow Elf Warrior,3,Humanoid,Humanoid,0,0,13,11,2,12,12,12,10,14,10,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0,0,0,0,14,36.0,0.0,0.0,0.0,0.0,1,0.25,3,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Shambling Mound,4,Plant,Plant,0,0,15,123,13,18,10,18,6,12,6,4.0,0.0,4.0,-2.0,1.0,-2.0,1.0,0,3,1,3,11,0.0,18.0,0.0,0.0,0.0,0,6.0,3,0,0,1,0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,
Shield Guardian,4,Construct,Construct,0,0,17,133,14,18,10,18,6,10,3,4.0,0.0,4.0,-2.0,0.0,-4.0,0.0,0,0,1,6,10,18.0,0.0,0.0,0.0,0.0,1,7.0,3,2,0,5,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Shrieker,3,Plant,Plant,0,0,5,13,3,1,1,10,1,2,1,-5.0,-5.0,0.0,-5.0,-4.0,-5.0,-4.0,-1,0,0,8,6,0.0,9.0,0.0,0.0,0.0,0,0.0,0,1,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,
Shroud Ray,4,Aberration,Aberration,0,0,13,97,13,18,16,14,12,12,12,4.0,3.0,2.0,1.0,4.0,1.0,1.0,0,1,0,2,11,18.0,0.0,0.0,0.0,0.0,2,8.0,4,2,0,3,0,10.0,50.0,,,,,,,,,,,,,,,,,,,,,
